id,Project Name,Subtype,Current Status,Capacity (MW),Year of Completion,Country list of Sponsor/Developer,Sponsor/Developer Company,Country list of Lender/Financier,Lender/Financier Company,Country list of Construction/EPC,Construction Company/EPC Participant,Country,Province/State,District,Tributary,Latitude,Longitude,Proximity,Avg. Annual Output (MWh),Data Source,Announcement/More Information,Link,Latest Update
255,Dohwa Le Thuy Renewable Energy Complex (Dự án điện năng lượng tái tạo Dohwa Lệ Thủy),Solar,Operational,49.5,2020.0,South Korea,"Dohwa Green Energy Co., Ltd.",South Korea,"Dohwa Green Energy Co., Ltd.",Vietnam,NSN Construction & JSC,Vietnam,Quảng Bình,Lệ Thủy,Song Ben Hai,17.22861,106.87248,,66003,Stimson database,https://www.pv-magazine.com/2017/09/01/dohwa-breaks-ground-on-49-5-mw-in-vietnam/; https://chp.vn/tap-doan-dohwa-xay-dung-hop-du-dien-nang-luong-tai-tao-ven-bien-nam-quang-binh; https://nsn.vn/2020/12/23/nsn-dong-dien-thanh-cong-du-an-dien-mat-troi-49-5-mwp-quang-binh/,,04/30/2021
256,Don Sahong,Hydro,Operational,260.0,2019.0,Malaysia; Laos,"Mega First 80 PCT, Government of Laos 20 PCT",Malaysia,ERM loan facilities totaling $85 million and an Islamic financing facility of up to $65 million; Public Investment Bank Berhad Malaysia,China,PowerChina/Power Construction Corp (China),Laos,Champasak,Khong,Mekong Mainstream - Lower,13.95622,105.9642,,,"Ministry of Energy and Mines, Lao PDR",https://www.internationalrivers.org/campaigns/don-sahong-dam,"https://www.hydroworld.com/articles/2017/10/loans-totaling-us-150-million-secured-for-260-mw-don-sahong-hydropower-project-in-lao-pdr.html
https://www.hydroworld.com/articles/2015/09/lao-pdr-expects-to-begin-construction-260-mw-don-sahong-hydroelectric-p",
257,Dong Hai (Nhà máy điện gió Đông Hải 1),Wind,Operational,50.0,2019.0,Vietnam,Công ty Cổ phần Năng Lượng Bắc Phương (Vietnam),,,,,Vietnam,Bạc Liêu,Đông Hải,Vietnam Mekong Delta,9.213374,105.5355,"Actual location unknown, currently sited at locality in link/announcement",161000,Sponsor Website,https://nhandan.com.vn/kinhte/item/39864702-khoi-cong-xay-dung-nha-may-dien-gio-dong-hai-1.html,https://bnews.vn/khoi-cong-khu-dieu-hanh-nha-may-dien-gio-dong-hai-1/119621.html,
258,Dong Khon Solar Power Plant,Solar,Operational,7.6,,Thailand,G-Power Source Co Ltd (Thailand),,,,,Thailand,Chai Nat,Sankha Buri,Tha Chin,14.9286,100.1426,,10135.77,World Resources Institute,http://www.egco.com/en/corperate_com_press_detail.asp?press_id=206&iYear=2014,,
259,Dong Nai 2,Hydro,Operational,70.0,2015.0,Vietnam,Trung Nam Group (Vietnam),,,,,Vietnam,Lâm Đồng,Lâm Hà,Dong Nai,11.7129,108.0579,,,"Vietnam Electricity, UNFCC","https://en.evn.com.vn/userfile/User/huongbtt/files/2018/1/Quyetinh95CUCDTDL2017.pdf
https://cdm.unfccc.int/Projects/DB/ERM-CVS1350663746.22/view; https://data.opendevelopmentmekong.net/vi/library_record/dong-nai-2-Hydropower",,
260,Dong Nai 3,Hydro,Operational,180.0,2011.0,Vietnam,EVN,,,Vietnam,Construction Corp No 1,Vietnam,Lâm Đồng,Bảo Lâm,Dong Nai,11.88528,107.7281,,,Vietnam Electricity,https://data.mendeley.com/datasets/ht9k5p3vdb/1,"https://en.evn.com.vn/userfile/User/huongbtt/files/2018/1/Quyetinh95CUCDTDL2017.pdf
https://www.powerinfotoday.com/asia/dong-nai-Hydropower-project-vietnam/
https://en.evn.com.vn/d6/news/Dong-Nai-Hydropower-Company-Successful-in-developing-smart-control-",03/31/2021
261,Dong Nai 4,Hydro,Operational,340.0,2013.0,Vietnam,EVN,Japan,JICA,Vietnam,"Lilama, Cavico",Vietnam,Lâm Đồng,Bảo Lâm,Dong Nai,11.885,107.7286,,,Vietnam Electricity,https://data.mendeley.com/datasets/ht9k5p3vdb/1,https://en.evn.com.vn/userfile/User/huongbtt/files/2018/1/Quyetinh95CUCDTDL2017.pdf,03/31/2021
262,Dong Nai 5,Hydro,Operational,140.0,2015.0,Vietnam,Vinacomin (Vietnam),,,Vietnam,Vinacomin’s Power Holding Corporation (Vietnam),Vietnam,Đắk Nông,Đắk R'Lấp,Dong Nai,11.79417,107.5522,,,Vietnam Electricity,_x0008_,https://en.evn.com.vn/userfile/User/huongbtt/files/2018/1/Quyetinh95CUCDTDL2017.pdf,
263,Dong Nai 5,Hydro,Operational,150.0,2015.0,Vietnam,Vietnam National Coal-Mineral Industries Group,,,,,Vietnam,Đắk Nông,Đắk R'Lấp,Dong Nai,11.79417,107.5522,,,Vietnam Electricity,,,
264,Dong Phu Yen,Hydro,Planned,1200.0,2030.0,Vietnam,Xuan Thanh Group,,,Vietnam; Japan,"EVN, JICA, Xuan Thien Ninh Binh Co., Ltd.",Vietnam,Sơn La,Phù Yên,Black-Li Xian,21.2084553778349,104.618255541933,"Actual location unknown, currently sited at locality in link/announcement",,Boston University,,https://data.mendeley.com/datasets/ht9k5p3vdb/1,03/31/2021
265,Double A Ethanol wastewater treatment plant,Waste,Unknown,,2014.0,Thailand,,ADB,ADB (Asian Development Bank) as Trustee of the Future Carbon Fund,Sweden,Swedish Energy Agency,Thailand,Prachin Buri,Sri Mahar Pho,Chao Phraya-Ping,13.91481,101.5723,,,UNFCCC,Biogas from ethanol wastewater,https://cdm.unfccc.int/Projects/DB/RINA1356766119.2/view,
266,Dray H'Linh 1,Hydro,Operational,12.0,1990.0,Vietnam,,,,,,Vietnam,Đắk Lắk,Buôn Ma Thuột,Srepok,12.6712,107.9075,,,Open Development Vietnam,https://vietnam.opendevelopmentmekong.net/dataset/?id=danh-sach-cac-th-y-di-n-t-i-vi-t-nam-tinh-d-n-thang-06-2016&search_query=P3BhZ2U9Mg==,,
267,Dray H'Linh 2,Hydro,Operational,16.0,2007.0,Vietnam,Dien Luc 3 Hydro Power JSC.,,,,,Vietnam,Đắk Nông,Cư Jút,Srepok,12.6757,107.9041,,80000,Open Development Vietnam,https://cpc.vn/vi-vn/Tin-tuc-su-kien/Tin-tuc-chi-tiet/articleId/21; http://www.thanglong-bca.vn/tin-tuc-su-kien-651/TTC-Duc-Hue-2-Solar-Power/, https://data.opendevelopmentmekong.net/vi/library_record/dray-hlinh-2-Hydropower,12/21/2020
268,Duc An (Nhà máy điện mặt trời Đức An),Solar,Planned,30.0,2020.0,Vietnam,Sở Kế hoạch và Đầu tư tỉnh Đắk Nông,,,,,Vietnam,Đắk Nông,Đắk Song,Dong Nai,12.2483,107.6138,"Actual location unknown, currently sited at locality in link/announcement",,EVN,http://www.tietkiemnangluong.vn/d6/news/Dak-Nong-keu-goi-dau-tu-du-an-Nha-may-Dien-mat-troi-Duc-An-111-136-12692.aspx,,
269,Duc Giang - Lao Cai Chemical Power Station (Nhiệt điện hóa chất Đức Giang - Lào Cai),Coal,Under Construction,100.0,2021.0,Vietnam,Duc Giang - Lao Cai Chemicals Joint Stock Company (Vietnam),Vietnam,Vietcombank,,,Vietnam,Lào Cai,Bảo Thắng,Red Mainstem and Delta,22.30574,104.1445,,720000,Global Energy Network,_x0008_,https://www.gem.wiki/Duc_Giang_-_Lao_Cai_Chemicals_power_station,03/26/2021
270,Duc Hue 1 (Điện mặt trời TTC Đức Huệ 1),Solar,Operational,49.0,2019.0,Vietnam; Japan; Thailand,"Consortium: 1) TTC (Vietnam), 2) Sharp Energy Solutions (Japan), 3) Sharp Solar Solutions (Thailand)",,,Vietnam,Hawee Industrial Construction Joint Stock Company (Hawee Group IDC),Vietnam,Long An,Đức Huệ,Song Vam Ca Tay,10.9198,106.2659,,,Sponsor Website,https://vi.wikipedia.org/wiki/%C4%90i%E1%BB%87n_m%E1%BA%B7t_tr%E1%BB%9Di_%C4%90%E1%BB%A9c_Hu%E1%BB%87,,
271,Duc Hue 2 (Điện mặt trời TTC Đức Huệ 2),Solar,Under Construction,49.0,2019.0,Vietnam,"Gia Lai Hydropower (Vietnam), TTC Duc Hue Long An Joint Stock Company (Vietnam)",,,Japan,Sharp Energy Solutions SESJ,Vietnam,Long An,Đức Huệ,Song Vam Ca Tay,10.9173,106.2578,,72820,Stimson database,"http://www.worldconstructionnetwork.com/news/sharp-to-construct-two-mega-solar-plants-in-vietnam, https://static1.vietstock.vn/vietstock/2019/GEG_NQ%20HDQT%20SO%2001.2019.KS.pdf",,
272,Duc Xuyen (nhà máy Điện gió Đức Xuyên),Wind,Under Construction,,2020.0,Vietnam,,,,,,Vietnam,Đắk Nông,Krông Nô,Srepok,12.29377,107.8698,"Actual location unknown, currently sited at locality in link/announcement",,EVN,http://tietkiemnangluong.vn/d6/news/Trung-Nam-trien-khai-du-an-dien-mat-troi-tich-hop-tren-trang-trai-dien-gio-115-109-10408.aspx,,
273,Dung Quat BOT 2 (Nhà máy điện BOT Dung Quất II) (TTĐL) Dung Quất,Gas,Planned,750.0,2024.0,Singapore,Sembcorp Utilities Singapore,,,,,Vietnam,Quảng Ngãi,Bình Sơn,Vietnam Coastal Rivers Quang Nam,15.36306,108.8114,"Actual location unknown, currently sited at locality in link/announcement",4000000,EVN,https://www.sourcewatch.org/index.php/Dung_Quat_Economic_Zone_power_station_(J-Power); http://nangluongvietnam.vn/news/vn/dien-luc-viet-nam/tinh-hinh-thuc-hien-cac-du-an-dien-theo-hinh-thuc-bot-o-viet-nam.html,,03/30/2021
274,Dung Quat TTĐL 1 (Trung tâm khí điện miền Trung - địa điểm Trung tâm Điện lực (TTĐL) Dung Quất,Gas,Planned,750.0,2023.0,Vietnam,EVN,Japan,J-Power (Japan),,,Vietnam,Quảng Ngãi,Bình Sơn,Vietnam Coastal Rivers Quang Nam,15.36306,108.8114,"Actual location unknown, currently sited at locality in link/announcement",4000000,EVN,https://www.sourcewatch.org/index.php/Dung_Quat_Economic_Zone_power_station_(J-Power),,
275,Dung Quat TTĐL 3 (Trung tâm khí điện miền Trung - địa điểm Trung tâm Điện lực (TTĐL) -- Dung Quất (Nhà máy điện tuabin khí hỗn hợp Dung Quất III (miền Trung III)),Gas,Planned,750.0,2026.0,Vietnam,"Sembcorp Utilities Vietnam, EVN",,,,,Vietnam,Quảng Ngãi,Bình Sơn,Vietnam Coastal Rivers Quang Nam,15.36306,108.8114,"Actual location unknown, currently sited at locality in link/announcement",5000000,EVN,https://evn.com.vn/d6/news/Cong-bo-dieu-chinh-quy-hoach-dia-diem-Trung-tam-Dien-luc-Dung-Quat-6-12-23209.aspx3,,
276,Duyen Hai 1 (Nhà máy Nhiệt điện Duyên Hải 1),Coal,Operational,1245.0,2015.0,Vietnam,EVN,Vietnam,"VietinBank, BIDV, Vietcombank",China,Dongfeng Group,Vietnam,Trà Vinh,Duyên Hải (Thị xã),Vietnam Mekong Delta,9.58261,106.5231,,1350000,Heritage Foundation,"March 2010; https://www.sourcewatch.org/index.php/Duyen_Hai_Power_Generation_Complex; corroborated by other data set, http://www.cscec.com.cn/zgjz_new/xwzx_new/zqydt_new/201112/2651666.html http://www.ceec.net.cn/art/2018/4/10/art_11019_1613478.html http",https://www.evn.com.vn/d6/news/Tong-giam-doc-EVN-lam-viec-tai-Trung-tam-Dien-luc-Duyen-Hai-0-12-23521.aspx,
277,Duyen Hai 2 (Nhà máy Nhiệt điện Duyên Hải 2),Coal,Under Construction,1200.0,2022.0,Malaysia,MMC Corporation Berhad,China,"China Exim Bank, Industrial and Commercial Bank of China",China; Malaysia; USA,"Huadian Engineering, Janakuasa, Alstom",Vietnam,Trà Vinh,Duyên Hải (Thị xã),Vietnam Mekong Delta,9.59161,106.5292,,,PV Power,https://www.sourcewatch.org/index.php/Duyen_Hai_Power_Generation_Complex; http://nangluongvietnam.vn/news/vn/dien-luc-viet-nam/tinh-hinh-thuc-hien-cac-du-an-dien-theo-hinh-thuc-bot-o-viet-nam.html; https://www.gem.wiki/Duyen_Hai_Power_Generation_Complex,https://www.evn.com.vn/d6/news/Tong-giam-doc-EVN-lam-viec-tai-Trung-tam-Dien-luc-Duyen-Hai-0-12-23521.aspx,03/21/2021
278,Duyen Hai 3 (Nhà máy Nhiệt điện Duyên Hải 3),Coal,Operational,1245.0,2016.0,Vietnam,Vietnam Electricity (EVN),Vietnam,"VietinBank, BIDV, Vietcombank",China,"Chengda Engineering, Dongfang Electric Corporation, the Southwest Electric Power Design Institute (SWEPDI), Zhejiang Electric Power Construction, Sumitomo for Extension",Vietnam,Trà Vinh,Duyên Hải (Thị xã),Vietnam Mekong Delta,9.586715,106.5265,,1930000,World Resources Institute,http://www.evn.com.vn/userfile/files/2017/3/AnnualReport2016.pdf,https://www.evn.com.vn/d6/news/Tong-giam-doc-EVN-lam-viec-tai-Trung-tam-Dien-luc-Duyen-Hai-0-12-23521.aspx,
279,Duyen Hai 3 Extension (Nhà máy Nhiệt điện Duyên Hải 3 mở rộng),Coal,Operational,660.0,2020.0,Vietnam,EVN,Japan; Vietnam,"JBIC, NEXI Nippon Export and Investment Insurance, Sumitomo Mitsui Trust Holdings, Sumitomo Mitsui Banking Corporation, Funma Bank, Joyo Bank, Hyakugo Bank, Iyo Bank, Chiba Bank, Bank of Fukuoka, Bank of Kyoto, Hachijuni Bankg, EVN",Japan,Sumitomo,Vietnam,Trà Vinh,Duyên Hải (Thị xã),Vietnam Mekong Delta,9.586715,106.5265,,3900000,Boston University,https://www.reuters.com/article/vietnam-energy-plant-idAFL3E7J541T20110805 and https://www.sourcewatch.org/index.php/Duyen_Hai_Power_Generation_Complex#cite_note-15; https://plo.vn/do-thi/nhiet-dien-duyen-hai-3-mo-rong-duoc-van-hanh-thuong-mai-911147.html; https://www.gem.wiki/Duyen_Hai_Power_Generation_Complex; https://en.evn.com.vn/d6/news/Duyen-Hai-3-Extention-Thermal-Power-Plant-6-167-326.aspx,https://www.evn.com.vn/d6/news/Tong-giam-doc-EVN-lam-viec-tai-Trung-tam-Dien-luc-Duyen-Hai-0-12-23521.aspx,03/21/2021
280,Ea Krong Rou,Hydro,Operational,28.0,2007.0,Vietnam,Mien Trung Power Investment and Development JSC,,,,,Vietnam,Khánh Hòa,Ninh Hòa,Coastal Tributaries Phu Yen-Khanh Hoa,12.5992,108.9397,,140000,Open Development Vietnam,https://data.opendevelopmentmekong.net/vi/library_record/krong-rou-Hydropower,,
281,Ea MDoal 3,Hydro,Operational,5.0,2010.0,Vietnam,Me Kong Construction JSC.,,,,,Vietnam,Đắk Lắk,M'Đrắk,Song Cho,12.7999,108.9287,,,Open Development Vietnam,https://data.opendevelopmentmekong.net/vi/library_record/ea-mdoal-3-Hydropower,,
282,EA Solar Farms,Solar,Operational,9.33,,Thailand,EA Solar Co. Ltd.,,,,,Thailand,Lop Buri,Phatthana Nikhom,Pasak,14.9319,100.9342,,11670,UNFCCC,https://cdm.unfccc.int/Projects/DB/TUEV-RHEIN1335498577.24/view,,
283,EDLGEN – Solar Power First Project - 32 MW Phase 1,Solar,Operational,2.0,2018.0,Thailand; Laos,"EDL-GEN (Laos) (EDL-Generation Public Company 60 PCT (Laos), Pattana Energy Absolute Co. Ltd 40 PCT (Thailand))",,,,,Laos,Vientiane [prefecture],Sangthong,Mekong Mainstream - Lower,18.09056,102.29,"Actual location unknown, currently sited at locality in link/announcement",,IUCN,Extracted from IUCN; http://www.edlgen.com.la/solar-power/?lang=en; http://usaidcleanpowerasia.aseanenergy.org/resource/case-study-lao-pdr-opportunities-for-solar-power-projects-and-a-solar-pilot-auction/; http://www.edlgen.com.la/2017/02/09/grand-openin,,
284,EDLGEN – Solar Power First Project - 32 MW Phase 1,Solar,Operational,2.0,2017.0,Thailand; Laos,"EDL-GEN (Laos) (EDL-Generation Public Company 60 PCT (Laos), Pattana Energy Absolute Co. Ltd 40 PCT (Thailand))",,,,,Laos,Vientiane [prefecture],Naxaithong,Mekong Mainstream - Lower,18.05,102.5333,"Actual location unknown, currently sited at locality in link/announcement",,IUCN,Extracted from IUCN; http://www.edlgen.com.la/solar-power/?lang=en; http://usaidcleanpowerasia.aseanenergy.org/resource/case-study-lao-pdr-opportunities-for-solar-power-projects-and-a-solar-pilot-auction/; http://www.edlgen.com.la/2017/02/09/grand-openin,,
285,EDLGEN – Solar Power First Project - 32 MW Phase 1,Solar,Operational,3.0,2017.0,Thailand; Laos,"EDL-GEN (Laos) (EDL-Generation Public Company 60 PCT (Laos), Pattana Energy Absolute Co. Ltd 40 PCT (Thailand))",,,,,Laos,Vientiane [prefecture],Naxaithong,Mekong Mainstream - Lower,18.05,102.5333,"Actual location unknown, currently sited at locality in link/announcement",,IUCN,Extracted from IUCN; http://www.edlgen.com.la/solar-power/?lang=en; http://usaidcleanpowerasia.aseanenergy.org/resource/case-study-lao-pdr-opportunities-for-solar-power-projects-and-a-solar-pilot-auction/; http://www.edlgen.com.la/2017/02/09/grand-openin,,
286,EDLGEN – Solar Power First Project - 32 MW Phase 1,Solar,Operational,5.0,2018.0,Thailand; Laos,"EDL-GEN (Laos) (EDL-Generation Public Company 60 PCT (Laos), Pattana Energy Absolute Co. Ltd 40 PCT (Thailand))",,,,,Laos,Vientiane [prefecture],Naxaithong,Mekong Mainstream - Lower,18.05,102.5333,"Actual location unknown, currently sited at locality in link/announcement",,IUCN,Extracted from IUCN; http://www.edlgen.com.la/solar-power/?lang=en; http://usaidcleanpowerasia.aseanenergy.org/resource/case-study-lao-pdr-opportunities-for-solar-power-projects-and-a-solar-pilot-auction/; http://www.edlgen.com.la/2017/02/09/grand-openin,,
287,EDLGEN – Solar Power First Project - 32 MW Phase 1,Solar,Operational,5.2,2018.0,Thailand; Laos,"EDL-GEN (Laos) (EDL-Generation Public Company 60 PCT (Laos), Pattana Energy Absolute Co. Ltd 40 PCT (Thailand))",,,,,Laos,Vientiane [prefecture],Chanthabuly,Mekong Mainstream - Lower,17.96833,102.5939,"Actual location unknown, currently sited at locality in link/announcement",,IUCN,Extracted from IUCN; http://www.edlgen.com.la/solar-power/?lang=en; http://usaidcleanpowerasia.aseanenergy.org/resource/case-study-lao-pdr-opportunities-for-solar-power-projects-and-a-solar-pilot-auction/; http://www.edlgen.com.la/2017/02/09/grand-openin,,
288,EDLGEN – Solar Power First Project - 32 MW Phase 1,Solar,Operational,8.0,2017.0,Thailand; Laos,"EDL-GEN (Laos) (EDL-Generation Public Company 60 PCT (Laos), Pattana Energy Absolute Co. Ltd 40 PCT (Thailand))",,,,,Laos,Vientiane [prefecture],Mayparkngum,Nam Ngum,18.15944,103.0558,"Actual location unknown, currently sited at locality in link/announcement",,IUCN,Extracted from IUCN; http://www.edlgen.com.la/solar-power/?lang=en; http://usaidcleanpowerasia.aseanenergy.org/resource/case-study-lao-pdr-opportunities-for-solar-power-projects-and-a-solar-pilot-auction/; http://www.edlgen.com.la/2017/02/09/grand-openin,,
289,EDLGEN – Solar Power First Project - 32 MW Phase 1,Solar,Operational,7.0,2017.0,Thailand; Laos,"EDL-GEN (Laos) (EDL-Generation Public Company 60 PCT (Laos), Pattana Energy Absolute Co. Ltd 40 PCT (Thailand))",,,,,Laos,Vientiane [prefecture],Mayparkngum,Nam Ngum,18.15944,103.0558,"Actual location unknown, currently sited at locality in link/announcement",,IUCN,Extracted from IUCN; http://www.edlgen.com.la/solar-power/?lang=en; http://usaidcleanpowerasia.aseanenergy.org/resource/case-study-lao-pdr-opportunities-for-solar-power-projects-and-a-solar-pilot-auction/; http://www.edlgen.com.la/2017/02/09/grand-openin,,
290,EDLGEN – Solar Power First Project - 68 MW Phase 2 (EDL-GEN/Pattana Energy Absolute Co. Ltd),Solar,Planned,68.0,2020.0,,,,,,,Laos,Vientiane,Vangvieng,Nam Ngum,18.95028,102.4436,"Actual location unknown, currently sited at locality in link/announcement",,IUCN,Extracted from IUCN; http://www.edlgen.com.la/solar-power/?lang=en; http://annx.asianews.network/content/first-solar-project-powers-next-month-38167,,
291,EDLGEN – Vientiane Pilot Project,Solar,Operational,10.0,2018.0,Laos,EDL/Pure Power Company (Laos),,,Laos,Pure Power Company (Laos),Laos,Vientiane [prefecture],Sisattanak,Mekong Mainstream - Lower,17.97611,102.6328,"Actual location unknown, currently sited at locality in link/announcement",,Online,https://laotiantimes.com/2017/02/19/first-solar-project-laos-launch-march/,,
292,EGCO Cogen,Gas,Operational,112.0,2003.0,Thailand,"EGCO (Electricity Generating Public Company, Ltd.)",,,,,Thailand,Pathum Thani,Sam Khok,Chao Phraya-Ping,14.0977,100.5727,,458535.2,World Resources Institute,http://www.egco.com/en/corperate_profile_busin_group_blcp.asp,,
293,EGCO SPP5 Solar Plant,Solar,Operational,8.0,2012.0,Thailand,ECGO (Thailand),Thailand,Siam Commercial Bank (Thailand),,,Thailand,Roi Et,Muang Suang,Mun-Chi,15.76509,103.7389,,,World Bank,http://ppi-re.worldbank.org/snapshots/country/thailand,,
294,EGCO SunWat 1 Solar Plant,Solar,Operational,14.0,,Thailand,"ECGO (Thailand), Sunedison Thailand Holdco (Thailand)",,,,,Thailand,Chaiyaphum,Thep Sathit,Mun-Chi,15.63038,101.4162,"Actual location unknown, currently sited at locality in link/announcement",,World Bank,http://ppi-re.worldbank.org/snapshots/country/thailand,,
295,EGCO SunWat 2 Solar Plants,Solar,Operational,8.0,2012.0,,,,,,,Thailand,Chaiyaphum,Chatturat,Mun-Chi,15.55122,101.9024,"Actual location unknown, currently sited at locality in link/announcement",,World Bank,,,
296,EGCO SunWat 3 Solar Plant,Solar,Operational,8.0,2012.0,,,,,,,Thailand,Saraburi,Kaeng Khoi,Pasak,14.59752,100.9871,"Actual location unknown, currently sited at locality in link/announcement",,World Bank,,,
297,EGCO SunWat 4 Solar Plants,Solar,Operational,6.0,2012.0,,,,,,,Thailand,Si Sa Ket,Kanthararom,Mun-Chi,15.25,104.57,"Actual location unknown, currently sited at locality in link/announcement",,World Bank,,,
298,Eiam E-San wastewater treatment facility,Waste,Unknown,13.259,,Thailand,Eiam E-San Renewable Co. Ltd.,,,Germany,EnBW Kraftwerke AG,Thailand,Ubon Ratchathani,Nam Yun,Mun-Chi,14.48457,105.0664,,,UNFCCC,Biogas from wastewater from tapioca starch,https://cdm.unfccc.int/Projects/DB/DNV-CUK1347456637.13/view,
299,Eiamburapa Compant Ltd. Tapioca starch wastewater biogas extraction and utilization project,Waste,Unknown,1.9,,Thailand,Eiamburapa Co. Ltd. (EBCL),,,Japan,Sumitomo Co.,Thailand,Sa Kaeo,Watthana Nakhon,Steng Mongkol Borei-Battambang,13.7477,102.3075,,,UNFCCC,Biogas from wastewater from tapioca starch,https://cdm.unfccc.int/Projects/DB/DNV-CUK1244589730.2/view,
300,Eiamheng Tapioca Starch Industry Co. Ltd. Tapioca starch wastewater biogas extraction and utilization project,Waste,Unknown,4.68,,Thailand,Eiamheng Tapioca Starch Industry Co. Ltd. (EH Renwable Co. Ltd; EH and P Renewable Co. Ltd),,,Japan,Sumimoto Co.,Thailand,Nakhon Ratchasima,Soeng Sang,Mun-Chi,14.44039,102.5067,,,UNFCCC,Biogas from wastewater from tapioca starch,https://cdm.unfccc.int/Projects/DB/RWTUV1291039008.19/view,
301,Erawan Power Company Ltd.,Biomass,Operational,16.0,2006.0,Thailand,"Erawan Power Comapny Ltd. (TOA Group Holding Company Limiited, parent company)",,,,,Thailand,Nong Bua Lam Phu,Na Klang,Mun-Chi,17.28096,102.2558,,,Thailand Board of Investment,,https://www.boi.go.th/index.php?page=company_detail&COM_ID=500192&HP_ID=530434&language_search=English,
302,"ES Energy Co., Ltd.",Biomass,Unknown,20.0,,Thailand,ES Energy Co. Ltd. (subsidiary of Eastern Sugar & Cane Co. Ltd.),,,,,Thailand,Phetchabun,Wichian Buri,Pasak,15.72464,101.2995,"Actual location unknown, currently sited at locality in link/announcement",,EGAT PDP,Bagasse,http://www.egat.co.th/en/images/about-egat/PDP2015_Eng.pdf,
303,"Ethanol Wastewater Treatment at Ekarat Pattana Co, Ltd,",Waste,Unknown,,,Thailand,Ekarat Pattana Co. Ltd.,,,Switzerland,Arcadia Energy (Suisse) S.A. (Switzerland); Q.C.A. AG (Switzerland),Thailand,Nakhon Sawan,Takhli,Chao Phraya-Ping,15.36975,100.2446,,,UNFCCC,Biogas from ethanol wastewater,https://cdm.unfccc.int/Projects/DB/TUEV-RHEIN1356670519.74/view,
